,BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
3973,3093517,Celebrating Ohio / written by Jane Kurtz ; illustrated by C. B. Canga.,"Kurtz, Jane","0544419790, 0544422821, 9780544419797, 9780544422827",[2015],"Houghton Mifflin Harcourt,",Ohio Juvenile literature,jcbk,ncenf,,qna,10/01/2017,1
3974,3225717,Christmas party / She & Him.,She & Him,,[2016],"Columbia,",Christmas music,accd,nacd,Floating,gwd,10/01/2017,2
3975,2511535,"Alphabet juice : the energies, gists, and spirits of letters, words, and combinations thereof : their roots, bones, innards, piths, pips, and secret parts, tinctures, tonics, and essences : with examples of their usage foul and savory / Roy Blount, Jr.","Blount, Roy, Jr., 1941-","0374103690, 9780374103699",2008.,"Farrar, Straus and Giroux,","Vocabulary Humor, English language Dictionaries Humor",acbk,canf,,cen,10/01/2017,4
3976,2702463,Bird in a box / by Andrea Davis Pinkney ; illustrations by Sean Qualls.,"Pinkney, Andrea Davis","0316074039, 9780316074032",2011.,"Little, Brown,","Orphanages Juvenile fiction, Orphans Juvenile fiction, Louis Joe 1914 1981 Juvenile fiction, Grief Juvenile fiction, African Americans Juvenile fiction, New York State History 20th century Juvenile fiction",jcbk,ncfic,,nga,10/01/2017,1
3977,45893,Rank and file: personal histories by working-class organizers. Edited by Alice and Staughton Lynd.,"Lynd, Alice",0807005088,[1973],Beacon Press,"Working class United States History, Labor unions United States Organizing History",acbk,canf,,cen,10/01/2017,1
3978,2838351,This is not my hat / Jon Klassen.,"Klassen, Jon","0763655996, 9780763655990",2012.,"Candlewick Press,","Fishes Fiction, Hats Juvenile fiction, Minnows Juvenile fiction, Lost and found possessions Fiction, Escapes Juvenile fiction, Humorous stories",jcbk,ncpic,,hip,10/01/2017,1
3979,2994813,"Florence Nightingale, feminist / Judith Lissauer Cromwell.","Cromwell, Judith Lissauer, 1935-","0786470925, 9780786470921",[2013],"McFarland & Company, Inc., Publishers,","Nightingale Florence 1820 1910 Biography, Nursing England History, Feminism History 19th century, Sex role History 19th century, Women England History 19th century",acbk,cab,,cen,10/01/2017,1
3980,3123073,"Space! / senior editor, Ben Morgan ; contributors, Robert Dinwiddie [and 5 others].",,"1465438068, 9781465438065",2015.,"DK Publishing,","Solar system Juvenile literature, Stars Juvenile literature, Galaxies Juvenile literature, Constellations Juvenile literature, Outer space Exploration Juvenile literature",jcbk,ncnf,,swt,10/01/2017,1
3981,2238006,Eleven / Lauren Myracle.,"Myracle, Lauren, 1969-",0525471650,c2004.,"Dutton Children's Books,","Friendship Juvenile fiction, Schools Juvenile fiction, Families Juvenile fiction, Friendship Fiction, Best friends Fiction, Schools Fiction, Family life Fiction",jcbk,ncfic,,net,10/01/2017,1
3982,2701928,Geographies of Mars : seeing and knowing the red planet / K. Maria D. Lane.,"Lane, K. Maria D.","0226470784, 9780226470788",c2011.,"University of Chicago Press,","Mars Planet Research History 19th century, Mars Planet Research History 20th century, Mars Planet Geography, Mars Planet Maps, Martians",acbk,canf,,cen,10/01/2017,1
3983,3254089,Agent of chaos / Kami Garcia.,"Garcia, Kami","0349002967, 1250119561, 9780349002965, 9781250119568",2017.,"Imprint, a part of Macmillan Children's Publishing Group,","Mulder Fox Fictitious character Fiction, High school seniors Fiction, Murder Investigation Fiction, Kidnapping Investigation Fiction, Washington D C Fiction, High school seniors Juvenile fiction, Murder Investigation Juvenile fiction, Kidnapping Investigation Juvenile fiction, High school seniors Fiction, Murder Investigation Fiction, Washington D C Fiction, Young adult fiction, Suspense fiction, Detective and mystery fiction",acbk,nynew,,bal,10/01/2017,1
3984,1671890,"Woodstock, or, The cavalier / by Sir Walter Scott ; [illustrations drawn by Stanley Berkeley ; engraved on wood by J.D. Cooper].","Scott, Walter, 1771-1832",,1894.,"Adam and Charles Black,","Great Britain History Commonwealth and Protectorate 1649 1660 Fiction, Historical fiction",arbk,cs8r,,cen,10/01/2017,1
3985,75282,"Catalogue of the Byzantine coins in the Dumbarton Oaks Collection and in the Whittemore Collection, edited by Alfred R. Bellinger and Philip Grierson.",Dumbarton Oaks,,[1966-],"Dumbarton Oaks Center for Byzantine Studies, Trustees for Harvard University; [distributed by J. J. Augustin, Locust Valley, N.Y.],",Coins Byzantine,arbk,cs8r,,cen,10/01/2017,3
3986,2733593,"Barbarians of oil : how the world's oil addiction threatens global prosperity and four investments to protect your wealth / Sandy Franks, Sarah Nunnally.","Franks, Sandy","1118001826, 9781118001820",c2011.,"John Wiley & Sons,","Petroleum industry and trade, Petroleum industry and trade Environmental aspects, Petroleum industry and trade Political aspects, Petroleum products Prices, Energy policy",acbk,canf,,cen,10/01/2017,2
3987,2846886,King animal [sound recording] / Soundgarden.,Soundgarden (Musical group),,p2012.,"Universal Republic,",Rock music 2011 2020,accd,nacd,Floating,uni,10/01/2017,1
3988,2711576,The girl who had everything [videorecording] / Metro-Goldwyn-Mayer ; written for the screen by Art Cohn ; produced by Armand Deutsch ; directed by Richard Thorpe.,,,[2009],"Distributed by Warner Home Video,","Fathers and daughters Drama, Mafia Drama, Mafia trials Drama, Fiction films, Feature films",acdvd,cadvd,,cen,10/01/2017,1
3989,3123983,The readers of Broken Wheel recommend / Katarina Bivald ; translated from the Swedish by Alice Menzies.,"Bivald, Katarina, 1983-","149262344X, 9781492623441",[2016],"Sourcebooks Landmark,","Pen pals Fiction, Women booksellers Fiction, Books and reading Fiction, Life change events Fiction, Friendship Fiction, Iowa Fiction, Psychological fiction",acbk,nanew,,wts,10/01/2017,1
3990,2866513,Crystal ball reading for beginners : easy divination & interpretation / Alexandra Chauran.,"Chauran, Alexandra, 1981-","0738726265, 9780738726267",c2011.,"Llewellyn Publications,",Crystal gazing,acbk,nanf,,lcy,10/01/2017,1
3991,2729583,The book of ancient bastards : 101 of the worst miscreants and misdeeds from ancient Sumer to the Enlightenment / Brian Thornton.,"Thornton, Brian, 1965-","1440524882, 9781440524882",c2011.,"Adams Media,","History Ancient Miscellanea, Biography Miscellanea, Good and evil History Miscellanea, Scandals History Miscellanea",acbk,canew,,cen,10/01/2017,1
3992,134940,Your national parks : a state-by-state guide / edited by George Hornby ; with a foreword by William J. Whalen.,,0517533707,c1980.,"Crown Publishers,","National parks and reserves United States Guidebooks, United States Guidebooks",arbk,caref,,cen,10/01/2017,1
3993,3237017,All about bats / Caryn Jenner.,"Jenner, Caryn","1465457461, 146545747X, 9781465457462, 9781465457479",2017.,"DK Publishing,","Bats Juvenile literature, Bats",jcbk,ncenf,,hip,10/01/2017,1
3994,3278892,Coding iPhone apps for kids : a playful introduction to Swift / Gloria Winquist and Matt McCarthy.,"Winquist, Gloria","1593277563, 9781593277567",[2017],"No Starch Press, Inc.,","Swift Computer program language Juvenile literature, iPhone Smartphone Programming Juvenile literature, Application software Development Juvenile literature",jcbk,ncnf,,col,10/01/2017,1
3995,3079936,The flicker men : a novel / Ted Kosmatka.,"Kosmatka, Ted, 1973-","0805096191, 9780805096194",2015.,"Henry Holt and Company,","Scientists Fiction, Physicists Fiction, Research Fiction, Soul Fiction, Religion and science Fiction, Science fiction",acbk,nafic,,cap,10/01/2017,1
3996,3218798,How to survive in the North / Luke Healy.,"Healy, Luke","1910620068, 1910620327, 9781910620069, 9781910620328",2016.,"Nobrow Press,","Bartlett Bob 1875 1946 Comic books strips etc, Blackjack Ada 1898 1983 Comic books strips etc, College teachers Comic books strips etc, Midlife crisis Comic books strips etc, Arctic regions Discovery and exploration Comic books strips etc, Comics Graphic works, Graphic novels",acbk,nynew,,spa,10/01/2017,1
3997,3142682,Sidney Sheldon's Reckless / Tilly Bagshawe.,"Bagshawe, Tilly","0062304054, 0062428713, 9780062304056, 9780062428714",[2015],"William Morrow, an imprint of HarperCollins Publishers,","Thieves Fiction, Criminals Fiction, Hackers Fiction, Suspense fiction, Political fiction, Spy stories",acbk,nafic,,bal,10/01/2017,1
3998,360432,"Martin genealogy. Descendants of Lieutenant Samuel Martin of Wethersfield, Conn., showing descent from royalty; also giving brief histories of, and descent from, the following colonial families: Nichols, Bradstreet, Marsh, Cotton, Squire, Webster, Ward, Chamberlain, Stoddard, Chipman, Dudley, Bliss, Williams, Stratton, Dodge; showing ""Mayflower"" descent, signer of Declaration of Independence, Revolutionary War records. Comp. by Thomas Arthur Hay.","Hay, Thomas Arthur, 1850-1927",,[1911- ],,Martin family,arbk,caref,,cen,10/01/2017,1
3999,2898967,The thinking woman's guide to real magic / Emily Croy Barker.,"Barker, Emily Croy","0670023663, 9780670023660",[2013],"Pamela Dorman Books/Viking,","Magic Fiction, Fantasy fiction",acbk,cafic,,cen,10/01/2017,2
4000,2079599,D.W.'s library card / Marc Brown.,"Brown, Marc Tolon",0316110132,2001.,"Little, Brown,","D W Fictitious character Juvenile fiction, Libraries Juvenile fiction, Books and reading Juvenile fiction, Brothers and sisters Fiction, Aardvark Juvenile fiction, D W Fictitious character Fiction",jcbk,ncpic,,cap,10/01/2017,1
4001,3027957,How to cook everything fast : a better way to cook great food / Mark Bittman ; illustrations by Olivia de Salve Villedieu.,"Bittman, Mark","0470936304, 9780470936306",2014.,"Houghton Mifflin Harcourt,","Quick and easy cooking, Cookbooks",acbk,nanf,,mgm,10/01/2017,1
4002,3141226,Murdock rocks Sedona / Robert J. Ray.,"Ray, Robert J. (Robert Joseph), 1935-","1603813373, 9781603813372",[2016],"Camel Press,","Murdock Matt Fictitious character Ray Fiction, Private investigators Fiction, Rich people Fiction, Sedona Ariz Fiction, Mystery fiction",acbk,namys,Floating,swt,10/01/2017,1
4003,2936708,Forever / Emma Dodd.,"Dodd, Emma, 1969-","0763671320, 9780763671327",2013.,"Templar Books, an imprint of Candlewick Press,","Parent and child Juvenile fiction, Polar bear Juvenile fiction",jcbk,ncpic,,bal,10/01/2017,1
4004,3081305,"Green Arrow. Volume 6, Broken / Jeff Lemire, writer ; Andrea Sorrentino, artist ; Denys Cowan, Bill Sienkiewicz, artists--""Secret origin"" ; Marcelo Maiolo, colorist ; Dezi Sienty, Rob Leigh, letterers.","Lemire, Jeff","1401254748, 9781401254742",[2015],"DC Comics,","Green Arrow Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Graphic novels, Comic books strips etc",acbk,nycomic,,wal,10/01/2017,1
4005,2219519,How to draw Pokémon / by Tracey West.,"West, Tracey, 1965-",0439434408,c2002.,"Scholastic,","Pok‚mon Fictitious characters Juvenile literature, Drawing Technique Juvenile literature",jcbk,ncnf,,rbe,10/01/2017,1
4006,2742999,Gone west / Carola Dunn.,"Dunn, Carola","0312675488, 1250021596, 9780312675486, 9781250021595",2012.,"Minotaur Books,","Dalrymple Daisy Fictitious character Fiction, Women journalists Fiction, Male authors Death Fiction, Suspicion Fiction, England Fiction, Mystery fiction",acbk,namys,Floating,nga,10/01/2017,2
4007,2795707,Pushing tin [videorecording] / Fox 2000 Pictures and Regency Enterprises ; a Linson Films production ; screenplay by Glen Charles and Les Charles ; produced by Art Linson ; directed by Mike Newell.,,,c2008.,"Twentieth Century Fox Home Entertainment,","Air traffic controllers New York State Long Island Drama, Man woman relationships Drama, Long Island N Y Drama, Feature films, Fiction films, Comedy films, Video recordings for the hearing impaired",acdvd,cadvd,,cen,10/01/2017,2
4008,3143657,"Pixels [videorecording] / Sony ; Columbia Pictures ; Happy Madison Productions ; 1492 Pictures ; in association with Lstar Capital and China Film Co. Ltd. ; in association with Film Croppers Entertainment ; produced by Adam Sandler, Chris Columbus, Mark Radcliffe, Allen Covert ; screenplay by Tim Herlihy and Timothy Dowling ; screen story by Tim Herlihy ; directed by Chris Columbus.",,,[2015],"Sony Pictures Home Entertainment,","Video games Drama, Video game characters Drama, Human alien encounters Drama, Video arcades Drama, Action and adventure films, Comedy films, Science fiction films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",acdvd,nadvd,Floating,gwd,10/01/2017,1
4009,2858656,Reached [text (large print)] / Ally Condie.,"Condie, Allyson Braithwaite","1410453669, 9781410453662",2012.,"Thorndike Press,","Large type books, Government Resistance to Juvenile fiction, Fantasy Fiction, Large type books Juvenile fiction",acbk,nylp,Floating,dlr,10/01/2017,1
4010,3182604,Otter goes to school / Sam Garton.,"Garton, Sam","0062352253, 9780062352255",[2016],"Balzer + Bray, an imprint of HarperCollinsPublishers,","Schools Juvenile fiction, Otters Juvenile fiction, Teddy bears Juvenile fiction, Animals Juvenile fiction, Individuality Juvenile fiction, Friendship Juvenile fiction, Schools Fiction, Otters Fiction, Teddy bears Fiction, Animals Fiction, Individuality Fiction, Friendship Fiction",jcbk,ccpic,,cen,10/01/2017,3
4011,2741840,"Method of medicine. [II], Books 5-9 / Galen ; edited and translated by Ian Johnston and G.H.R. Horsley.",Galen,"0674996798, 9780674996793",2011.,"Harvard University Press,",Medicine Greek and Roman Early works to 1800,acbk,canf,,cen,10/01/2017,1
4012,3287507,"Headshot / Screenplay Infinite Films ; PT Surya Citra Media Tbk ; Amuse Singapore ; Nikkatsu ; XYZ Films ; Vertical Entertainment ; directed by Timo Tjahjanto, Kimo Stamboel ; written by Timo Tjahjanto ; produced by Mike Wiluan, Sukhdev Singh, Wicky V. Olindo, Shinjiro Nishimura.",,,[2017],"Vertical Entertainment,","Gunshot wounds Drama, Amnesia Drama, Kidnapping Drama, Feature films, Action and adventure films, Fiction films, Video recordings for the hearing impaired",acdvd,nalndvd,Floating,glk,10/01/2017,1
4013,2882955,Speedboat / Renata Adler ; afterword by Guy Trebay.,"Adler, Renata","1590176138, 9781590176139",2013.,"New York Review Books,",Women New York State New York Fiction,acbk,nafic,,swt,10/01/2017,1
4014,116673,The lonely lady of San Clemente : the story of Pat Nixon / Lester David.,"David, Lester",0690016883,c1978.,"Crowell,","Nixon Pat 1912 1993, Presidents spouses United States Biography",acbk,cab,,cen,10/01/2017,1
4015,2863054,The longest night : a Passover story / written by Laurel Snyder & illustrated by Catia Chien.,"Snyder, Laurel","0375869425, 037596942X, 9780375869426, 9780375969423",c2013.,"Schwartz & Wade Books,","Passover Juvenile fiction, Jews History To 1200 B C Fiction, Egypt History Eighteenth dynasty ca 1570 1320 B C Juvenile fiction",jcbk,nchol,,gwd,10/01/2017,1
4016,3113699,I will plant you a lilac tree : a memoir of a Schindler's list survivor / Laura Hillman.,"Hillman, Laura","1416953663, 9781416953661",2008.,"Simon Pulse,","Hillman Laura, Jews Germany Biography, Jewish children in the Holocaust Germany Biography, Holocaust Jewish 1939 1945 Germany Personal narratives",acbk,nynf,,bal,10/01/2017,1
4017,285731,"Market power: size and shape under the Sherman act, by G.E. Hale and Rosemary D. Hale.","Hale, G. E. (George Ellery), 1913-1990",,1958.,"Little, Brown,","Antitrust law United States, Monopolies United States",arbk,caref,,cen,10/01/2017,1
4018,2741517,"Promises, promises / Erica James.","James, Erica, 1960-","1402257864, 9781402257865",c2011.,"Sourcebooks Landmark,","Promises Fiction, Triangles Interpersonal relations Fiction, Love stories",acbk,cafic,,cen,10/01/2017,1
4019,3277790,Rituals / Kelley Armstrong.,"Armstrong, Kelley","0345815238, 9780345815231",[2017],"Random House Canada,","Triangles Interpersonal relations Fiction, Paranormal fiction, Detective and mystery fiction, Thrillers Fiction",acbk,nafic,,glk,10/01/2017,1
4020,2928027,"Adventure time. Volume 2 / [created by Pendleton Ward ; written by Ryan North ; illustrated by Shelli Paroline and Braden Lamb ; additional colors by Lisa Moore. ""Adventure Tim"" / illustrated by Mike Holmes ; colors by Studio Parlapa ; letters by Steve Wands].","North, Ryan, 1980-","1608863239, 9781608863235",2013.,KaBoom!,"Finn Fictitious character from Ward Comic books strips etc, Jake Fictitious character from Ward Comic books strips etc, Cartoons and comics, Graphic novels, Comic books strips etc",jcbk,nccomic,,bea,10/01/2017,1
4021,1830116,The 1950s / John Peacock.,"Peacock, John, 1943-",0500279314,1997.,"Thames and Hudson,","Fashion History 20th century Pictorial works, Costume History 20th century Pictorial works",acbk,canf,,cen,10/01/2017,2
4022,2745410,"Energy medicine : balancing your body's energies for optimal health, joy, and vitality / Donna Eden with David Feinstein ; ilustrations by Brooks Garten and Cindy Cohn.","Eden, Donna","1585426504, 9781585426508",c2008.,"Jeremy P. Tarcher/Penguin,",Energy medicine,acbk,nanf,,cap,10/01/2017,1
4023,2622640,"Alias Man Ray : the art of reinvention / Mason Klein ; with contributions by George Baker, Lauren Schell Dickens, Merry A. Foresta.","Klein, Mason","0300146833, 9780300146837",c2009.,"Yale University Press,","Man Ray 1890 1976 Exhibitions, Man Ray 1890 1976 Psychology",acbk,canf,,cen,10/01/2017,1
4024,3171292,Trouble the water / Frances O'Roark Dowell.,"Dowell, Frances O'Roark","1481424637, 1481424645, 9781481424639, 9781481424646",2016.,"Atheneum Books for Young Readers,","Race relations Juvenile fiction, Segregation Juvenile fiction, African Americans Juvenile fiction, Dogs Juvenile fiction, Family life Kentucky Juvenile fiction, Underground Railroad Juvenile fiction, Kentucky History 20th century Juvenile fiction, Race relations Fiction, Segregation Fiction, African Americans Fiction, Dogs Fiction, Family life Kentucky Fiction, Underground Railroad Fiction, Kentucky History 20th century Fiction",jcbk,ncfic,,dth,10/01/2017,1
4025,3231533,Take me to the river / Film Movement ; produced by Matt Sobel ; written & directed by Matt Sobel.,,,[2016],"Film Movement,","Family reunions Drama, Family secrets Drama, Feature films, Coming of age films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,col,10/01/2017,1
4026,2880394,"Shen bi Ma Liang = Ma Liang and his magic brush. Zhong Ying wen shuang yu ban / [ ""Zhongguo Chuan Tong Gu Shi Mei Hui Ben"" bian wei hui, bian zhu ; Zhong wen bian zhu, Gao Yu ; Ying wen fan yi, Chen Guanfeng ; hui tu, Li Wen].",,"7501563632, 9787501563630",2012.,"Zhi shi chu ban she,","Folklore China Juvenile fiction, Folklore China Caricatures and cartoons Juvenile fiction, Chinese language materials Bilingual Fiction",jcbk,ccln,,cen,10/01/2017,1
4027,1697147,Homer in English / edited with an introduction and notes by George Steiner ; with the assistance of Aminadav Dykman.,Homer,0140446214,1996.,"Penguin Books,","Homer Translations into English, Homer Adaptations",acbk,canf,,cen,10/01/2017,1
4028,3128558,The samurai's tale / Erik Christian Haugaard.,"Haugaard, Erik Christian","0395345596, 0395549701, 0618615121, 1417687495, 9780395345597, 9780395549704, 9780618615124, 9781417687497",©1984.,"Houghton Mifflin,","Japan History Period of civil wars 1480 1603 Juvenile fiction, Samurai Juvenile fiction, Japan History Period of civil wars 1480 1603 Fiction, Samurai Fiction",jcbk,ncfic,,wal,10/01/2017,1
4029,2882376,The raven that refused to sing [sound recording] : and other stories / Steven Wilson.,"Wilson, Steven, 1967-",,p2013.,"Kscope,",Rock music 2011 2020,accd,nacd,Floating,qna,10/01/2017,1
4030,3263557,The artist's way : a spiritual path to higher creativity / Julia Cameron.,"Cameron, Julia","0143129252, 9780143129257",2016.,"TarcherPerigee,","Creative ability Problems exercises etc, Self actualization Psychology Problems exercises etc, Creative ability Problems exercises etc, Problems and exercises",acbk,nanf,,wts,10/01/2017,1
4031,2281086,In the hand of the goddess / by Tamora Pierce.,"Pierce, Tamora",0689878567,"2005, c1984.","Simon Pulse,","Alanna Fictitious character Pierce Juvenile fiction, Knights and knighthood Fiction",acbk,nyfic,,wts,10/01/2017,1
4032,2710580,Goyangi means cat / Christine McDonnell ; pictures by Steve Johnson & Lou Fancher.,"McDonnell, Christine","0670011797, 9780670011797",2011.,"Viking,","Home Juvenile fiction, Korean Americans Juvenile fiction, Intercountry adoption Juvenile fiction, Adoption Juvenile fiction, Cats Juvenile fiction",jcbk,ccpic,,cen,10/01/2017,2
4033,394795,Military holsters of World War II / by Eugene J. Bender.,"Bender, Eugene J.",0961402806,c1984.,"Taylor Pub. Co.,","Holsters, World War 1939 1945 Equipment and supplies",arbk,cs6r,,cen,10/01/2017,1
4034,2498802,The genius [text (large print)] / Jesse Kellerman.,"Kellerman, Jesse","1602851808, 9781602851801",2008.,"Center Point Pub.,","Art galleries Commercial Fiction, Drawing Psychological aspects Fiction, New York N Y Fiction, Mystery fiction, Psychological fiction, Large type books",acbk,cs1malf,,cen,10/01/2017,1
4035,3106046,Pulling back the curtain on magic! / by Sheila Sweeny Higginson ; illustrated by Rob McClurkan.,"Higginson, Sheila Sweeny, 1966-","1481437011, 148143702X, 9781481437011, 9781481437028",2015.,"Simon Spotlight,","Magic tricks Juvenile literature, Magicians Juvenile literature",jcbk,ncenf,,bro,10/01/2017,1
4036,3218008,5 little ducks / Denise Fleming.,"Fleming, Denise, 1950-","148142422X, 9781481424226",[2016],"Beach Lane Books, an imprint of Simon & Schuster Children's Publishing Division,","Ducks Juvenile fiction, Stories in rhyme, Ducks Fiction, Stories in rhyme",jcbk,ncnew,,net,10/01/2017,1
4037,2957853,Awkward. Season one [videorecording] / MTV Networks.,,,2011.,"MTV Home Entertainment,","Teenagers Drama, Triangles Interpersonal relations Drama, Fiction television programs, Television series, Teen television programs, Television comedies, Video recordings for the hearing impaired",acdvd,cadvd,,cen,10/01/2017,1
4038,2935512,Three act tragedy [text (large print)] / Agatha Christie.,"Christie, Agatha, 1890-1976","1611737680, 9781611737684",2013.,"Center Point Large Print,","Poirot Hercule Fictitious character Fiction, Large type books, Mystery fiction",acbk,nalpfic,Floating,swt,10/01/2017,1
4039,2940331,Discover Japan : experience the best of Japan / written and researched by Chris Rowthorn [and others].,"Rowthorn, Chris","1742201164, 9781742201160",2013.,"Lonely Planet,",Japan Guidebooks,acbk,nanf,,col,10/01/2017,1
4040,3118680,"Down the rabbit hole / J.D. Robb, Mary Blayney, Elaine Fox, Mary Kay McComas, R.C. Ryan.",,"0515155470, 9780515155471",2015.,"Jove Books,","Short stories American, Man woman relationships Fiction, Love stories",acbk,nafic,,qna,10/01/2017,1
4041,1708174,Mapas y globos terráqueos / por Jack Knowlton ; ilustraciones de Harriett Barton ; traducido por Daniel Santacruz.,"Knowlton, Jack",0006026249,1996.,"Harper Arco Iris,","Maps Juvenile literature, Globes Juvenile literature, Spanish language materials",jcbk,ccln,,cen,10/01/2017,1
4042,3264523,"Northlanders. Book 1, The Anglo-Saxon saga / Brian Wood, writer ; Dean Ormston, Danijel Žeželj, Davide Gianfelice, Marian Churchland, Ryan Kelly, artists ; Dave McCaig, Dean Ormston, colorists ; Travis Lanham, letterer ; Massimo Carnevale, series and collection cover artist.","Wood, Brian, 1972-","1401263313, 9781401263317",[2016],"DC Comics,","Vikings Comic books strips etc, Princes Comic books strips etc, Voyages and travels Comic books strips etc, Kings and rulers Succession Comic books strips etc, Monasteries Comic books strips etc, Murder Investigation Comic books strips etc, Action and adventure comics, Historical comics, Comics Graphic works, Graphic novels",acbk,nacomic,,bea,10/01/2017,1
4043,3215362,The librarians and the lost lamp / Greg Cox.,"Cox, Greg, 1959-","0765384078, 0765384086, 9780765384072, 9780765384089",2016.,"Tor,","Librarians Fiction, Relics Fiction, Fantasy fiction, Action and adventure fiction",acbk,cafic,,cen,10/01/2017,2
4044,3294939,"Tri medved︠i︡a / khudozhnik, T. B. Barinova ; otvetstvennyĭ redaktor, N. I. Kom︠i︡amova.","Kom︠i︡amova, N. I.,","5353082680, 9785353082682",2017.,"Rosmėn,","Bears Juvenile literature, Girls Juvenile literature, Unlawful entry Juvenile literature, Three bears Tale Juvenile literature, Russian language materials, Picture books, Fairy tales, Folk tales",jcbk,ccln,,cen,10/01/2017,1
4045,3168633,The bones of paradise / Jonis Agee.,"Agee, Jonis","0062413473, 0062413481, 9780062413475, 9780062413482",[2016],"William Morrow, an imprint of HarperCollinsPublishers,","Families Nebraska Fiction, Murder Investigation Fiction, Dysfunctional families Fiction, Revenge Fiction, Wounded Knee Massacre S D 1890 Fiction, Western fiction, Domestic fiction, Historical fiction",acbk,nafic,,lcy,10/01/2017,1
4046,2801705,"Tiny Titans. Growing up tiny! / Art Baltazar & Franco, writers ; Art Baltazar, artist and letterer ; Franco, artist-flashback scenes.","Baltazar, Art","1401235255, 9781401235253",2012.,"DC Comics,","Children Comic books strips etc, Superheroes Comic books strips etc, Cartoons and comics, Graphic novels",jcbk,nccomic,,wal,10/01/2017,1
4047,2984790,"Mad haven [sound recording] / Canon,",,,2013.,"Reflection Music Group,","Christian rap Music, Contemporary Christian music",accd,nacd,Floating,gwd,10/01/2017,1
4048,2483706,Clementine's letter / Sara Pennypacker ; pictures by Marla Frazee.,"Pennypacker, Sara, 1951-","0786838841, 9780786838844",2008.,"Hyperion Books for Children,","Teachers Juvenile fiction, Students Juvenile fiction, Letters Juvenile fiction",jcbk,ncef,,spa,10/01/2017,1
4049,3221891,Divorce after 50 : your guide to the unique legal & financial challenges / Attorney Janice Green.,"Green, Janice, 1948-","1413322271, 9781413322279",2016.,"Nolo,","Divorce Law and legislation United States Popular works, Middle aged persons United States Handbooks manuals etc, Older people United States Handbooks manuals etc",acbk,canf,,cen,10/01/2017,2
4050,2687179,The last Genet : a writer in revolt / Hadrien Laroche ; translated by David Homel.,"Laroche, Hadrien, 1963-","1551523655, 9781551523651",c2010.,"Arsenal Pulp Press,","Genet Jean 1910 1986 Last years, Genet Jean 1910 1986 Political and social views, Authors French 20th century Biography",acbk,canf,,cen,10/01/2017,1
4051,107629,The Goodyear airships / by Zenon Hansen.,"Hansen, Zenon C. R.",,c1977.,"Airship International Press,","Goodyear Aircraft Corporation, Airships",arbk,caaero,,cen,10/01/2017,1
4052,3177495,Save twilight : selected poems of Julio Cortázar / translated by Stephen Kessler.,"Cortázar, Julio","0872867099, 9780872867093",[2016],"City Lights Publishers,",Poetry,acbk,nanf,,spa,10/01/2017,1
4053,2723462,A man of parts : a novel / David Lodge.,"Lodge, David, 1935-","0670022985, 1846554977, 9780670022984, 9781846554971",2011.,"Viking,","Wells H G Herbert George 1866 1946 Fiction, Wells H G Herbert George 1866 1946 Relations with women Fiction, Novelists English 19th century Fiction, Novelists English 20th century Fiction, Biographical fiction",acbk,cafic,,cen,10/01/2017,2
4054,3276500,How will you know if you never try / COIN.,"COIN (Musical group : Nashville, Tenn.)",,©2017.,"Startime International/Columbia,","Popular music 2011 2020, Rock music 2011 2020, Popular music, Rock music",accd,nacd,Floating,dth,10/01/2017,1
4055,3039057,Dreaming spies / Laurie R. King.,"King, Laurie R.","0345531795, 9780345531797",[2015],"Bantam Books,","Holmes Sherlock Fiction, Mystery fiction, Historical fiction",acbk,namys,Floating,net,10/01/2017,1
4056,2404687,Castle and knight / [written and edited by Fleur Star].,"Star, Fleur, 1974-","0756614171, 075661418X, 9780756614171, 9780756614188",2005.,"DK Pub.,","Castles Juvenile literature, Knights and knighthood Juvenile literature, Armor Juvenile literature, Weapons Juvenile literature, Knights and knighthood",jcbk,ncnf,,bro,10/01/2017,1
4057,3024885,Horton and the Kwuggerbug and more lost stories / by Dr. Seuss ; introduction by Charles D. Cohen.,"Seuss, Dr.","0375973427, 0385382987, 9780375973420, 9780385382984",[2014],"Random House,","Childrens stories American, Stories in rhyme, Short stories, Childrens stories American",jcbk,ncpic,,nga,10/01/2017,2
4058,1916930,The confident woman : learn the rules of the game / Marjorie Hansen Shaevitz.,"Shaevitz, Marjorie Hansen",0609603523,c1999.,"Harmony Books,","Women Psychology, Assertiveness in women, Self confidence",acbk,canf,,cen,10/01/2017,1
4059,3272116,May I have a word? / Caron Levis ; pictures by Andy Rash.,"Levis, Caron","0374348804, 9780374348809",2017.,"Farrar Straus Giroux,","Alphabet Juvenile fiction, Vocabulary Juvenile fiction, Picture books for children, Alphabet Fiction, Vocabulary Fiction, Picture books",jcbk,ncnew,,qna,10/01/2017,1
