,UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
6399,Physical,Horizon,BOOK,2005,9,1,professional housekeeper,,Hotel housekeeping,,
6400,Physical,Horizon,BOOK,2005,9,1,Cork boat,,"Cork, Boats and boating Duero River Spain and Portugal, Pollack John Travel Portugal",,
6401,Physical,Horizon,BOOK,2005,9,1,Scientific American's ask the experts : answers to the most puzzling and mind-blowing science questions / by the editors of Scientific American.,,Science Miscellanea,"HarperResource,",c2003.
6402,Physical,Horizon,BOOK,2005,9,1,Mayo Clinic on arthritis,,"Rheumatoid arthritis, Arthritis, Osteoarthritis",,
6403,Physical,Horizon,BOOK,2005,9,4,Death by inferior design a domestic bliss mystery,,"Mystery fiction, Interior decorators Fiction",,
6404,Physical,Horizon,BOOK,2005,9,1,Littles have a wedding,,"Fantasy, Weddings Fiction, Family Fiction",,
6405,Physical,Horizon,BOOK,2005,9,10,Everyday Italian : 125 simple and delicious recipes / Giada De Laurentiis ; photographs by Victoria Pearson ; foreword by Mario Batali.,"De Laurentiis, Giada",Cooking Italian,"Clarkson Potter/Publishers,",c2005.
6406,Physical,Horizon,BOOK,2005,9,4,time of angels,,"Occult fiction, Clairvoyants Fiction, South Africa Fiction, Prophecies Fiction",,
6407,Physical,Horizon,BOOK,2005,9,1,"Caps, hats, socks, and mittens : a book about the four seasons / by Louise Borden ; illustrated by Lillian Hoban.","Borden, Louise",Seasons Juvenile fiction,"Scholastic Inc.,",c1989.
6408,Physical,Horizon,BOOK,2005,9,7,The lucky lottery / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-","Lotteries Juvenile fiction, Mystery and detective stories","Random House,",2000.
6409,Physical,Horizon,SOUNDDISC,2005,9,1,Trading up,,"New York N Y Fiction, Young women Fiction, Hamptons N Y Fiction, Models Persons Fiction",,
6410,Physical,Horizon,BOOK,2005,9,2,Mo huan zhi che / Ni Kuang.,"Ni, Kuang",,"Feng yun shi dai chu ban gu fen you xian gong si,",2002.
6411,Physical,Horizon,VIDEODISC,2005,9,15,Love Field,,"Video recordings for the hearing impaired, Feature films, United States Race relations Drama, Kennedy John F John Fitzgerald 1917 1963 Death and burial Drama",,
6412,Physical,Horizon,VIDEOCASS,2005,9,2,Tarzan the tiger,,"Silent films, Tarzan Fictitious character Drama",,
6413,Physical,Horizon,BOOK,2005,9,4,Black Jack Point,,"Mystery fiction, Fortune hunters Fiction",,
6414,Physical,Horizon,BOOK,2005,9,1,four elements of financial alchemy a new formula for personal prosperity,,"Finance Personal, Investments, Tax planning, Estate planning",,
6415,Physical,Horizon,BOOK,2005,9,1,Dark star / Leatrice Gilbert Fountain with John R. Maxim.,"Fountain, Leatrice Gilbert","Gilbert John 1897 1936, Motion picture actors and actresses United States Biography","St. Martin's Press,",c1985.
6416,Physical,Horizon,BOOK,2005,9,1,life god rewards,,Future life Christianity,,
6417,Physical,Horizon,BOOK,2005,9,2,Battle born / Dale Brown.,"Brown, Dale, 1956-","United States Air Force Fiction, Military missions Fiction, Adventure fiction, War stories","Bantam Books,",1999.
6418,Physical,Horizon,SOUNDDISC,2005,9,9,wind,,Rock music 2001 2010,,
6419,Physical,Horizon,BOOK,2005,9,1,Amazing incredible counting stories,,"Counting, Newspapers Fiction",,
6420,Physical,Horizon,BOOK,2005,9,3,Blowback the costs and consequences of American empire,,"Intervention International law, United States Foreign relations 1989, United States Military policy, United States Foreign relations Asia, Asia Foreign relations United States, Imperialism History 20th century",,
6421,Physical,Horizon,BOOK,2005,9,1,Living to 100 lessons in living to your maximum potential at any age,,"Aging, Longevity, Aging Psychological aspects",,
6422,Physical,Horizon,BOOK,2005,9,1,Resilience how to bounce back when the going gets tough,,"Mental health, Stress Psychology, Resilience Personality trait",,
6423,Physical,Horizon,SOUNDDISC,2005,9,1,ice house,,"Mystery fiction, Police England Fiction",,
6424,Physical,Horizon,BOOK,2005,9,1,Spiritual writings on Mary : annotated & explained / selections and annotations by Mary Ford-Grabowsky ; foreword by Andrew Harvey.,,Mary Blessed Virgin Saint Meditations,"SkyLight Paths Pub.,",2005.
6425,Physical,Horizon,SOUNDDISC,2005,9,2,Liberation the Island anthology,,Reggae music,,
6426,Physical,Horizon,SOUNDDISC,2005,9,1,My baby dont wear no shoes,,"Zydeco music, Blues Music 1991 2000",,
6427,Physical,Horizon,BOOK,2005,9,1,Snakes! / by the editors of TIME for kids with Lisa Jo Rudy.,,"Snakes Juvenile literature, Snakes","HarperCollins Publishers,",2005.
6428,Physical,Horizon,VIDEOCASS,2005,9,3,Camille Claudel,,"Feature films, Rodin Auguste 1840 1917 Drama, Claudel Camille 1864 1943 Drama, Sculptors France Drama",,
6429,Physical,Horizon,VIDEODISC,2005,9,9,"Blue's clues. Classic clues [videorecording] / Nick Jr. Productions ; Nickelodeon ; producer, Wendy Harris ; written by Angela C. Santomero, Jennifer Twomey Perello ; directed by Bruce Caines.",,"Blue Fictitious character Juvenile drama, Problem solving Juvenile drama, Childrens television programs, Animated television programs, Television series, Video recordings for the hearing impaired","Paramount,",c2004.
6430,Physical,Horizon,VIDEODISC,2005,9,4,Leisa Harts fit mama prenatal workout,,Exercise for pregnant women,,
6431,Physical,Horizon,BOOK,2005,9,2,"Soccer systems & strategies / Jens Bangsbo, Birger Peitersen.","Bangsbo, J. (Jens)","Soccer, Soccer Coaching","Human Kinetics,",c2000.
6432,Physical,Horizon,BOOK,2005,9,4,Murder by magic twenty tales of crime and the supernatural,,"Detective and mystery stories American, Fantasy fiction American, Supernatural Fiction",,
6433,Physical,Horizon,BOOK,2005,9,1,shining ones,,"Fantasy fiction, Fairy tales, Fantasy fiction",,
6434,Physical,Horizon,BOOK,2005,9,1,Kak dve kapli vody / Daniėla Stil.,"Steel, Danielle","Fathers and daughters Fiction, New York State Fiction, Sisters Fiction, Twins Fiction, Historical fiction, Love stories","Izd-vo ""AST"",",1999.
6435,Physical,Horizon,SOUNDDISC,2005,9,1,Kammerkonzert : für 13 Instrumentalisten ; Ramifications : für Streichorchester oder 12 Solostreicher ; Aventures : für 3 Sänger und 7 Instrumentalisten ; Nouvelles aventures : für 3 Sänger und 7 Instrumentalisten [sound recording] / György Ligeti.,"Ligeti, György, 1923-2006","Instrumental ensembles, String ensembles, Vocal trios with instrumental ensemble, Music theater","Deutsche Grammophon,",p1983.
6436,Physical,Horizon,SOUNDCASS,2005,9,2,airmans war World War II in the sky,,"World War 1939 1945 Aerial operations American, World War 1939 1945 Campaigns Europe, World War 1939 1945 Aerial operations, World War 1939 1945 Pacific Ocean, World War 1939 1945 Pacific Ocean, United States Army Air Forces History 20th century, United States Army Air Forces History, Aircraft carriers United States History 20th century, World War 1939 1945 Campaigns Europe",,
6437,Physical,Horizon,VIDEOCASS,2005,9,1,Things that fall from the sky,,"Meteorites, Precipitation",,
6438,Physical,Horizon,SOUNDDISC,2005,9,1,Some songs from the Kill Rock Stars singles,,"Rock music 1991 2000, Popular music 1991 2000",,
6439,Physical,Horizon,BOOK,2005,9,1,Portraits of the artist in exile recollections of James Joyce by Europeans,,"Novelists Irish 20th century Biography, Europe Intellectual life 20th century, Joyce James 1882 1941 Homes and haunts Europe",,
6440,Physical,Horizon,SOUNDDISC,2005,9,4,Little criminals,,Popular music 1971 1980,,
6441,Physical,Horizon,BOOK,2005,9,7,Paradise Fields / Katie Fforde.,"Fforde, Katie","Widows Fiction, Single mothers Fiction, Farmers markets Fiction, Cotswold Hills England Fiction, Inheritance and succession Fiction, Administration of estates Fiction, Love stories","St. Martin's Press,",2004.
6442,Physical,Horizon,BOOK,2005,9,4,"Ha! ha! ha! : 1,000+ jokes, riddles, facts, and more / written by Lyn Thomas ; illustrated by Dianne Eastman.","Thomas, Lyn, 1949-","Riddles Juvenile Juvenile literature, Wit and humor Juvenile Juvenile literature, Puzzles Juvenile literature, Amusements Juvenile literature","Owl Books,",2001.
6443,Physical,Horizon,BOOK,2005,9,9,Henry and Mudge and the wild wind : the twelfth book of their adventures / story by Cynthia Rylant ; pictures by Sucie Stevenson.,"Rylant, Cynthia","Dogs Fiction, Thunderstorms Juvenile fiction","Bradbury Press ; Maxwell Macmillan Canada ; Maxwell Macmillan International,",c1993.
6444,Physical,Horizon,BOOK,2005,9,3,Outer spaces / Diarmuid Gavin.,"Gavin, Diarmuid","Gardens Design, Garden structures Design and construction, Landscape gardening, Plants Ornamental","DK Pub.,",c2003.
6445,Physical,Horizon,BOOK,2005,9,2,Mental math workout,,"Mathematics Study and teaching, Creative activities and seat work",,
6446,Physical,Horizon,BOOK,2005,9,1,Priests in love : Roman Catholic clergy and their intimate friendships / Jane Anderson.,"Anderson, Jane (Jane Estelle)","Catholic Church Australia Clergy Sexual behavior Case studies, Priests Australia Sexual behavior Case studies","Continuum,",2005.
6447,Physical,Horizon,MIXED,2005,9,2,ILLM PAUL MORPHY AND THE GOLDEN AGE OF CHESS,,,,
6448,Physical,Horizon,VIDEODISC,2005,9,18,final cut,,"Video recordings for the hearing impaired, Memory Drama, Feature films, Conspiracies Drama",,
6449,Physical,Horizon,SOUNDDISC,2005,9,1,Part time love,,"Soul music, Popular music 1961 1970",,
6450,Physical,Horizon,SOUNDCASS,2005,9,1,Lasher,,Witchcraft Louisiana New Orleans Fiction,,
6451,Physical,Horizon,BOOK,2005,9,1,South Carolina sea creatures,,South Carolina Juvenile fiction,,
6452,Physical,Horizon,VIDEOCASS,2005,9,2,Legs arms workout,,"Arm exercises, Exercise for women, Leg exercises",,
6453,Physical,Horizon,BOOK,2005,9,1,bus driver who wanted to be God and other stories,,"Short stories, Kerrett Etgar Translations into English",,
6454,Physical,Horizon,SOUNDDISC,2005,9,3,Thinking of you,,"New Age music, Synthesizer music, Popular instrumental music 1991 2000",,
6455,Physical,Horizon,MUSIC,2005,9,1,Songs of travel [music] : high voice / words by Robert Louis Stevenson ; music by Ralph Vaughan Williams.,"Vaughan Williams, Ralph, 1872-1958","Stevenson Robert Louis 1850 1894 Musical settings, Songs High voice with piano, Song cycles","Boosey & Hawkes,",1969.
6456,Physical,Horizon,BOOK,2005,9,1,Logia of Yeshua the sayings of Jesus,,"Q hypothesis Synoptics criticism, Jesus Christ Words, Jesus Christ Teachings",,
6457,Physical,Horizon,SOUNDDISC,2005,9,1,Spring song op 16 The bard op 64 Three pieces op 96 Suite mignonne op 98a Suite champor the aspiring fashion artist,,"Orchestral music, Symphonic poems, Suites Orchestra, String orchestra music Arranged",,
6458,Physical,Horizon,SOUNDDISC,2005,9,1,Everything good,,"Contemporary Christian music, Gospel music",,
6459,Physical,Horizon,BOOK,2005,9,5,The little hands art book / by Judy Press ; illustrated by Loretta Trezzo Braren.,"Press, Judy, 1944-",Handicraft Juvenile literature,"Williamson Pub.,",1994.
6460,Physical,Horizon,BOOK,2005,9,6,Messy Bessey / written by Patricia and Fredrick McKissack ; illustrated by Dana Regan.,"McKissack, Pat, 1944-","Cleanliness Fiction, Orderliness Fiction, Behavior Fiction","Children's Press,",1999.
6461,Physical,Horizon,BOOK,2005,9,1,ancestral landscape time space and community in late Shang China ca 1200 1045 B C,,"China History Shang dynasty 1766 1122 B C, China Civilization To 221 B C, Oracle bones China",,
6462,Physical,Horizon,SOUNDDISC,2005,9,7,When the suns gone down,,Rock music 2001 2010,,
6463,Physical,Horizon,BOOK,2005,9,1,Goldfish guide,,"Goldfish, Koi",,
6464,Physical,Horizon,VIDEOCASS,2005,9,2,Greatest journeys on earth Austria journeys through the salt mines,,"Austria Description and travel, Austria History, Austria Social life and customs, Austria Civilization, Salt mines and mining Austria History",,
6465,Physical,Horizon,BOOK,2005,9,2,Embers / Sándor Márai ; translated by Carol Brown Janeway.,"Márai, Sándor, 1900-1989.","Triangles Interpersonal relations Fiction, Europe Eastern Fiction","A.A. Knopf : Distributed by Random House,",2001.
6466,Physical,Horizon,SOUNDDISC,2005,9,9,Double nickels on the dime [sound recording] / Minutemen.,Minutemen (Musical group),"Punk rock music, Rock music 1981 1990","SST Records,",p1989.
6467,Physical,Horizon,BOOK,2005,9,4,"The Ocean of Osyria / Scott Lobdell, Lea Hernandez ; based on the series by Franklin W. Dixon.","Lobdell, Scott","Hardy Boys Fictitious characters Comic books strips etc, Art thefts Investigation Comic books strips etc, Mystery comic books strips etc, Graphic novels","Papercutz,",c2005.
6468,Physical,Horizon,BOOK,2005,9,2,Special diet celebrations no wheat gluten dairy or eggs,,"Milk free diet Recipes, Sugar free diet Recipes, Wheat free diet Recipes, Yeast free diet Recipes, Gluten free diet Recipes",,
6469,Physical,Horizon,BOOK,2005,9,1,Smoke & spice : cooking with smoke-- the real way to barbecue / Cheryl Alters Jamison & Bill Jamison ; foreword by Chris Schlesinger.,"Jamison, Cheryl Alters","Barbecuing, Smoked foods, Spices","Harvard Common Press,",c1994.
6470,Physical,Horizon,VIDEOCASS,2005,9,6,Live from Baghdad,,"Video recordings for the hearing impaired, Feature films, Persian Gulf War 1991 Drama, Persian Gulf War 1991 Journalists Drama, Cable News Network Drama",,
6471,Physical,Horizon,SOUNDDISC,2005,9,4,One love,,Reggae music,,
6472,Physical,Horizon,SOUNDDISC,2005,9,4,Tian di ye hua 1993 qing han Hong guan Sandy Lam live in concert 1993,,"Songs Chinese, Popular music China 2001 2010",,
6473,Physical,Horizon,VIDEODISC,2005,9,5,"The court jester [videorecording] / a Paramount release ; Dena Enterprises ; written, produced, and directed by Norman Panama and Melvin Frank.",,"Kings and rulers Drama, Fools and jesters Drama, Feature films, Fiction films, Comedy films, Musical films, Video recordings for the hearing impaired","Paramount Home Entertainment,",c1999.
6474,Physical,Horizon,BOOK,2005,9,1,Main dish vegetables,,Cookery Vegetables,,
6475,Physical,Horizon,BOOK,2005,9,1,An introduction to the WTO Agreements / Bhagirath Lal Das.,"Das, Bhagirath Lal","World Trade Organization, Uruguay Round 1987 1994, Tariff, International trade, Free trade Developing countries, Competition Unfair Developing countries","Zed Books ; Third World Network,",c1998.
6476,Physical,Horizon,BOOK,2005,9,10,virgin suicides,,,,
6477,Physical,Horizon,BOOK,2005,9,2,Blue moon soup a family cookbook recipes,,Soups,,
6478,Physical,Horizon,SOUNDDISC,2005,9,2,"The Asch recordings. Vol. 1, This land is your land [sound recording] / Woody Guthrie.","Guthrie, Woody, 1912-1967","Popular music United States 1941 1950, Folk music United States, Folk songs English United States","Smithsonian Folkways,",p1997.
6479,Physical,Horizon,BOOK,2005,9,1,Understanding the 2000 election : a guide to the legal battles that decided the presidency / Abner Greene.,"Greene, Abner, 1960-","Bush George W George Walker 1946 Trials litigation etc, Gore Albert 1948 Trials litigation etc, Contested elections United States, Contested elections Florida, Presidents United States Election 2000","New York Univereity Press,",c2001.
6480,Physical,Horizon,BOOK,2005,9,9,Chainfire / Terry Goodkind.,"Goodkind, Terry","Rahl Richard Fictitious character Fiction, Amnell Kahlan Fictitious character Fiction, Married people Fiction, Missing persons Fiction, Fantasy fiction","Tor Books,",2005.
6481,Physical,Horizon,VIDEOCASS,2005,9,5,Bhowani junction,,"Feature films, India History British occupation 1765 1947 Drama",,
6482,Physical,Horizon,BOOK,2005,9,1,2010 odyssey two,,,,
6483,Physical,Horizon,MUSIC,2005,9,1,"Inventions and sinfonias [music] = 2 & 3 part inventions / J.S. Bach ; Willard A. Palmer, editor.","Bach, Johann Sebastian, 1685-1750","Canons fugues etc Piano, Piano music Instructive editions","Alfred Music,",c1968.
6484,Physical,Horizon,BOOK,2005,9,1,Baby child health,,"Pediatrics Popular works, Children Health and hygiene Popular works, Infants Health and hygiene Popular works",,
6485,Physical,Horizon,BOOK,2005,9,1,Dynasty the astrology of family dynamics,,"Family, Astrology",,
6486,Physical,Horizon,SOUNDDISC,2005,9,4,Babylon revisited [sound recording] / by F. Scott Fitzgerald.,"Fitzgerald, F. Scott (Francis Scott), 1896-1940",Manners and customs Fiction,"Recorded Books,",p1997.
6487,Physical,Horizon,BOOK,2005,9,4,people next door,,"Florida Fiction, African Americans Fiction, Neighbors Fiction",,
6488,Physical,Horizon,BOOK,2005,9,8,Cross your heart and hope to die a Blackbird sisters mystery,,"Mystery fiction, Women journalists Fiction, Sisters Fiction, Lingerie industry Fiction, Organized crime Fiction, Philadelphia Pa Fiction, Socialites Fiction, Blackbird Sisters Fictitious characters Fiction",,
6489,Physical,Horizon,BOOK,2005,9,2,New remodeling book your complete guide to planning a dream project,,"Interior decoration, Dwellings Remodeling",,
6490,Physical,Horizon,BOOK,2005,9,1,fall of Yugoslavia the third Balkan war,,Yugoslav War 1991 1995,,
6491,Physical,Horizon,BOOK,2005,9,1,Andrew Jessup / by Nette Hilton ; illustrated by Cathy Wilcox.,"Hilton, Nette","Friendship Fiction, Moving Household Juvenile fiction","Ticknor & Fields,",1993.
6492,Physical,Horizon,VIDEOCASS,2005,9,2,lost children of Berlin,,"Berlin Germany Ethnic relations, Holocaust Jewish 1939 1945 Germany Berlin, Holocaust survivors Anniversaries etc, Jewish children Germany Berlin",,
6493,Physical,Horizon,MUSIC,2005,9,1,Luther Vandross songbook piano vocal chords,,Popular music 1981 1990,,
6494,Physical,Horizon,BOOK,2005,9,1,The first civilizations: the archaeology of their origins [by] Glyn Daniel.,"Daniel, Glyn Edmund",Civilization Ancient,Crowell,[1968]
6495,Physical,Horizon,BOOK,2005,9,1,big horse,,"McGinniss Joe, Saratoga Racecourse Saratoga Springs N Y, Johnson P G, Horse racing New York State Saratoga Springs, Horse trainers New York State Saratoga Springs",,
6496,Physical,Horizon,BOOK,2005,9,1,kiss is still a kiss,,,,
6497,Physical,Horizon,BOOK,2005,9,1,Raising a daughter parents and the awakening of a healthy woman,,"Daughters, Parenting, Child rearing",,
6498,Physical,Horizon,BOOK,2005,9,2,Sushi,,"Cookery Fish, Sushi",,
6499,Physical,Horizon,BOOK,2005,9,2,"The great psychedelic armadillo picnic : a ""walk"" in Austin / Kinky Friedman.","Friedman, Kinky","Celebrities Texas Austin Biography, Austin Tex Guidebooks, Austin Tex Social life and customs, Austin Tex Biography","Crown Journeys,",c2004.
6500,Physical,Horizon,VIDEOCASS,2005,9,2,Robin Williams talking with David Frost,,"Comedians United States, Williams Robin 1952 July 21 Interviews",,
6501,Physical,Horizon,BOOK,2005,9,1,transparency of evil essays on extreme phenomena,,Good and evil,,
6502,Physical,Horizon,VIDEOCASS,2005,9,1,Georgetown Loop Railroad,,"Georgetown Loop Historic Mining and Railroad Park Colo, Narrow gauge railroads Colorado Georgetown",,
6503,Physical,Horizon,SOUNDDISC,2005,9,5,The essential Byrds [sound recording].,Byrds (Musical group),"Folk rock music, Country rock music, Rock music 1961 1970, Rock music 1971 1980","Columbia/Legacy,",p2003.
6504,Physical,Horizon,BOOK,2005,9,2,The low-fat Indian vegetarian cookbook / Mridula Baljekar.,"Baljekar, Mridula","Vegetarian cooking, Cooking Indic, Low fat diet Recipes","Thorsons,",2002.
6505,Physical,Horizon,BOOK,2005,9,1,Mr and Mrs Smith have only one child but what a child,,"Parent and child Fiction, Only child Fiction",,
6506,Physical,Horizon,BOOK,2005,9,3,divided crown,,"Fantasy fiction, Kings and rulers Succession Fiction",,
6507,Physical,Horizon,SOUNDDISC,2005,9,1,Folk n hell fiery new music from Scotland,,"Popular music Scotland 1991 2000, Folk rock music Scotland",,
6508,Physical,Horizon,BOOK,2005,9,5,Ants in my pants,,"Stories in rhyme, Ants Fiction, Pants Fiction",,
6509,Physical,Horizon,BOOK,2005,9,5,Poppy / by Avi ; illustrated by Brian Floca.,"Avi, 1937-","Mice Juvenile fiction, Owls Juvenile fiction, Survival Juvenile fiction, Wilderness survival Juvenile fiction","Orchard Books,",c1995.
6510,Physical,Horizon,VIDEOCASS,2005,9,2,Rome the ultimate empire,,"Rome Antiquities, Rome History",,
6511,Physical,Horizon,SOUNDDISC,2005,9,1,Indeterminacy new aspect of form in instrumental and electronic music ninety stories by John Cage with music,,"Aleatory music, Electronic music, Monologues with music",,
6512,Physical,Horizon,BOOK,2005,9,3,Salt dancers / Ursula Hegi.,"Hegi, Ursula","Adult child abuse victims Fiction, Fathers and daughters Fiction, Child abuse Fiction, Spokane Wash Fiction, Domestic fiction","Simon & Schuster,",c1995.
6513,Physical,Horizon,SOUNDDISC,2005,9,1,Last shot a Final Four mystery,,"Basketball Fiction, Mystery fiction, Gambling Fiction, Journalists Fiction, Extortion Fiction, NCAA Basketball Tournament Fiction",,
6514,Physical,Horizon,BOOK,2005,9,4,Earrings,,Earrings Fiction,,
6515,Physical,Horizon,BOOK,2005,9,1,"Pavo para la Cena de Gracias? No, gracias! / Alma Flor Ada ; ilustraciones de Vivi Escriva.","Ada, Alma Flor","Turkeys Juvenile fiction, Thanksgiving Day Juvenile fiction","Santillana USA Pub. Co.,",p1999.
6516,Physical,Horizon,SOUNDDISC,2005,9,1,Symphony no 1 in A flat op 55,,Symphonies,,
6517,Physical,Horizon,BOOK,2005,9,1,No way to treat a First Lady a novel,,"Legal stories, Widows Fiction, Trials Murder Fiction, Presidents spouses Fiction, First ladies Fiction, Attorney and client Fiction",,
6518,Physical,Horizon,BOOK,2005,9,1,gift to myself a personal workbook and guide to healing my child within,,"Self, Adult child abuse victims, Alcoholics Family relationships, Codependency Treatment, Adult children of dysfunctional families Rehabilitation",,
6519,Physical,Horizon,VIDEOCASS,2005,9,30,Mulholland Dr,,"Detective and mystery films, Video recordings for the hearing impaired, Feature films",,
6520,Physical,Horizon,BOOK,2005,9,1,Massage for pain relief a step by step guide,,"Pain Treatment, Analgesia, Acupressure, Massage therapy",,
6521,Physical,Horizon,BOOK,2005,9,1,Travels and explorations of the Jesuit missionaries in New France / by Jacques Marquette.,"Marquette, Jacques, 1637-1675","Marquette Jacques 1637 1675 Travel Mississippi River, Jesuits Missions New France History 17th century, Illinois Indians Missions History 17th century, New France Discovery and exploration, Mississippi River Discovery and exploration, Illinois River Ark and Okla Discovery and exploration, Mississippi River Valley Description and travel, Canada History To 1763 New France","Ye Galleon Press,",2001.
6522,Physical,Horizon,BOOK,2005,9,1,Gothic ghosts / [edited by] Wendy Webb & Charles Grant.,,"Ghost stories American, Ghost stories English","Tor,",1997.
6523,Physical,Horizon,VIDEOCASS,2005,9,39,Road to Perdition,,"Video recordings for the hearing impaired, Feature films, Assassins Drama, Gangster films, Fathers and sons c Drama, Children of murder victims Drama",,
6524,Physical,Horizon,BOOK,2005,9,1,Toward a meaningful life the wisdom of the rebbe,,"Hasidism, Judaism Doctrines, Large type books, Habad",,
6525,Physical,Horizon,BOOK,2005,9,1,Rock art of the American Indian. Written and illustrated by Campbell Grant.,"Grant, Campbell, 1909-","Rock paintings North America, Petroglyphs North America, Indians of North America Antiquities, North America Antiquities","Crowell,",[1967]
6526,Physical,Horizon,BOOK,2005,9,1,The war complex : World War II in our time / Marianna Torgovnick.,"Torgovnick, Marianna, 1949-","World War 1939 1945 Social aspects, World War 1939 1945 Psychological aspects, Memory Social aspects, World War 1939 1945 Literature and the war","University of Chicago Press,",2005.
6527,Physical,Horizon,VIDEOCASS,2005,9,1,Consistent tennis wins v 2 Strategy for singles and doubles,,"Tennis Singles, Tennis Doubles",,
6528,Physical,Horizon,BOOK,2005,9,1,The art of Indian vegetarian cooking : Lord Krishna's cuisine / Yamuna Devi ; illustrations by David Baird.,"Yamuna Devi, 1942-","Vegetarian cooking, Cooking Indic","Bala Books,",c1987.
6529,Physical,Horizon,VIDEODISC,2005,9,6,My fair Madeline,,"Animated films, Video recordings for the hearing impaired, Feature films, Childrens films, Madeline Fictitious character Fiction, Jewel thieves Fiction, Girls Conduct of life Fiction",,
6530,Physical,Horizon,BOOK,2005,9,3,Ocean,,"Ocean, Ocean Juvenile literature",,
6531,Physical,Horizon,BOOK,2005,9,1,Outlaws in the promised land : Mexican immigrant workers and America's future / James D. Cockcroft.,"Cockcroft, James D.","Foreign labor Mexican United States, Foreign labor Mexican United States Forecasting, Emigration and immigration law United States","Grove Press,",1986.
6532,Physical,Horizon,BOOK,2005,9,1,African fundamentalism : a literary and cultural anthology of Garvey's Harlem Renaissance / compiled and edited by Tony Martin.,,"Garvey Marcus 1887 1940, American literature African American authors, American literature African American authors History and criticism, American literature New York State New York, American literature 20th century, African American arts New York State New York, Harlem Renaissance, African Americans Race identity, Blacks Literary collections, Black nationalism","Majority Press,",1991.
6533,Physical,Horizon,BOOK,2005,9,1,Lord of the vampires the diaries of the family Dracul,,"Horror fiction, Domestic fiction, Vampires Fiction, Diary fiction, Transylvania Romania Fiction, Dracula Count Fictitious character Fiction",,
6534,Physical,Horizon,BOOK,2005,9,3,Mean chicks cliques and dirty tricks a real girls guide to getting through the day with smarts and style,,"Interpersonal relations, Teenage girls, Teenage girls Juvenile literature, Conflict management, Interpersonal conflict in adolescence Juvenile literature, Teenage girls Psychology Juvenile literature",,
6535,Physical,Horizon,BOOK,2005,9,1,fabulous Fantoras Book two Family photographs,,"Cats Fiction, Supernatural Fiction",,
6536,Physical,Horizon,BOOK,2005,9,7,It was you Blue Kangaroo,,"Friendship, Kangaroos Fiction, Toys Fiction, Forgiveness Fiction",,
6537,Physical,Horizon,VIDEODISC,2005,9,5,Abschied aus buckow the farewell,,"Feature films, Man woman relationships Germany Drama, Brecht Bertolt 1898 1956 Drama, Mistresses Germany Drama",,
6538,Physical,Horizon,SOUNDDISC,2005,9,3,Flashdance [sound recording] : original soundtrack from the motion picture.,,Motion picture music,"Casablanca/Mercury,",p1983.
6539,Physical,Horizon,BOOK,2005,9,2,Lifelike drawing with Lee Hammond,,Pencil drawing Technique,,
6540,Physical,Horizon,BOOK,2005,9,1,Word origins and how we know them etymology for everyone,,English language Etymology,,
6541,Physical,Horizon,BOOK,2005,9,2,Dragon,,"Fantasy, Dragons Fiction",,
6542,Physical,Horizon,BOOK,2005,9,1,Kim Wŏn-gyu ŭi chanyŏ sŏnggong kʻŭllinik / [chiŭni Kim Wŏn-gyu].,"Kim, Wŏn-gyu","Child development, Child rearing, Parenting","Sigan kwa Konggansa,",1999.
6543,Physical,Horizon,BOOK,2005,9,1,Emma's Christmas : an old song / re-sung & pictured by Irene Trivas.,"Trivas, Irene","Twelve days of Christmas English folk song Adaptations Juvenile fiction, Christmas Fiction","Orchard Books,",c1988.
6544,Physical,Horizon,BOOK,2005,9,1,Life after medical school thirty two doctors describe how they shaped their medical careers,,"Medicine Vocational guidance, Medicine Specialities and specialists",,
6545,Physical,Horizon,BOOK,2005,9,1,Demystifying six sigma a company wide approach to continuous improvement,,"Total quality management, Six sigma Quality control standard, Customer services Quality control",,
6546,Physical,Horizon,BOOK,2005,9,2,Before the storm Barry Goldwater and the unmaking of the American consensus,,"Goldwater Barry M Barry Morris 1909, United States Politics and government 1953 1961, United States Politics and government 1963 1969, Conservatism United States History 20th century, United States Politics and government 1961 1963, Presidents United States Election 1964",,
6547,Physical,Horizon,BOOK,2005,9,1,If it doesnt kill you,,"Schools Fiction, High schools Fiction, Fathers and sons Fiction, Interpersonal relations Fiction, Homosexuality Fiction",,
6548,Physical,Horizon,BOOK,2005,9,1,Why buildings fall down : how structures fail / Matthys Levy and Mario Salvadori ; illustrations by Kevin Woest.,"Levy, Matthys","Building failures, Structural failures","W.W. Norton,",1992.
6549,Physical,Horizon,BOOK,2005,9,1,Introduction to hydrology,,Hydrology,,
6550,Physical,Horizon,BOOK,2005,9,1,Anti hacker toolkit,,"Data protection, Computer networks Security measures",,
6551,Physical,Horizon,BOOK,2005,9,1,Stenberg brothers : constructing a revolution in Soviet design / by Christopher Mount ; with an essay by Peter Kenez.,"Mount, Christopher","Stenberg Vladimir Avgustovich 1899 1982 Exhibitions, Stenberg Georgii Avgustovich 1900 1933 Exhibitions, Film posters Russian Exhibitions","Museum of Modern Art : Distributed by H.N. Abrams,",1997.
